registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS55557,228.891,38.647
SPUS63654,213.68,48.934
SPUS53075,164.793,25.127
SPUS55016,68.574,21.638
SPUS55623,50.95,36.181
SPUS62584,159.883,41.0
SPUS55026,58.708,39.435
SPUS55656,163.597,27.551
SPUS63912,151.687,25.267
SPUS56056,76.288,45.201
SPUS56452,64.666,42.363
SPUS45858,83.812,27.009
