registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS55557,8.572,8.434
SPUS63654,5.468,3.912
SPUS53075,6.196,3.297
SPUS55016,5.836,4.464
SPUS55623,5.636,4.459
SPUS62584,6.328,3.95
SPUS55026,11.253,3.8
SPUS55656,6.423,4.856
SPUS63912,5.339,4.071
SPUS56056,11.555,4.097
