registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS55424,4.006,5.984
SPUS63159,6.903,4.645
SPUS56025,6.109,6.297
SPUS55081,6.212,5.098
SPUS47174,4.65,7.102
SPUS54863,4.166,6.04
SPUS55969,15.715,6.112
SPUS61626,4.275,4.597
SPUS55791,20.953,5.017
