registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS45912,5.774,5.971
SPUS46567,5.134,8.756
SPUS45826,5.098,5.928
SPUS61969,12.403,5.45
SPUS61787,11.878,5.19
SPUS46004,4.543,5.796
SPUS45832,24.419,13.56
SPUS45791,13.488,5.546
SPUS61632,17.858,4.775
SPUS63637,4.773,12.472
