registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS62039,6.992,5.24
SPUS62160,6.205,7.676
SPUS55645,19.113,4.264
SPUS56307,10.121,4.116
SPUS45829,10.315,10.495
